0_0,0
(o)_(o),0
+_+,0
+_-,0
._.,0
<o>_<o>,0
<|>_<|>,0
=_=,0
>_<,0
3_3,0
6_9,0
>_o,0
@_@,0
^_^,0
o_o,0
u_u,0
x_x,0
|_|,0
||_||,0
